Date,int_nifty,int_ftse,int_gold
2000-11-03,5.2483570765056164,0.5626434672453944,1.373953585270712
2000-11-06,4.930867849414407,0.492009154733745,1.1859049909264059
2000-11-07,5.323844269050346,0.5205075339234629,1.6942688569082964
2000-11-08,5.761514928204012,0.33766174700587565,1.7790203813004595
2000-11-09,4.882923312638332,0.6888436939614256,1.8114321779397318
2000-11-10,4.88293152152541,0.4835758014967968,1.537401544294944
2000-11-13,5.789606407753696,0.5697586970339199,1.6251864191945806
2000-11-14,5.383717364576454,0.41639083297803736,1.7739736446723822
2000-11-15,4.765262807032524,0.5308009902217341,1.3717168419953132
2000-11-16,5.2712800217929825,0.36971552364752547,1.7221355368108184
2000-11-17,4.768291153593768,0.5452067838259671,1.5550792468286416
2000-11-20,4.767135123214872,0.4644025915614167,1.6827423304685183
2000-11-21,5.120981135783017,0.5029190503935568,1.537218604175187
2000-11-22,4.043359877671101,0.5697974030130097,1.7592513419496003
2000-11-23,4.137541083743484,0.37674596887797196,1.5447047525083073
2000-11-24,4.718856235379514,0.43155082693872027,1.2032041881065165
2000-11-27,4.493584439832788,0.5457324281086765,1.7903853264629443
2000-11-28,5.157123666297637,0.7098221474546746,1.3104938518055775
2000-11-29,4.545987962239394,0.4861917665338518,1.750611642048783
2000-11-30,4.293848149332354,0.5591136117923933,1.4819514237119356
2000-12-01,5.732824384460777,0.489302853014152,1.7352021970395413
2000-12-04,4.8871118497567325,0.69422455947563,1.7269537229733531
2000-12-05,5.033764102343962,0.32527783330347443,1.5860285948630743
2000-12-06,4.287625906893272,0.5094621044669359,1.6017070635254262
2000-12-07,4.727808637737409,0.3374455966437939,1.5845257234385133
2000-12-08,5.055461294854933,0.2493428429463283,1.0972350487437845
2000-12-11,4.424503211288848,0.5297462053117816,1.5236660437796405
2000-12-12,5.187849009172836,0.5139497796147459,1.276787164785621
2000-12-13,4.699680655040598,0.4715163062257799,1.5342374287491325
2000-12-14,4.854153125103362,0.4893805909960247,1.271411490723357
2000-12-15,4.699146693885302,0.8098299434071258,1.2630096117547849
2000-12-18,5.926139092254469,0.47418248619685655,1.8209869003507804
2000-12-19,4.993251387631033,0.5510124361250075,1.713889477624838
2000-12-20,4.47114453552205,0.4350635180386119,1.499171483011169
2000-12-21,5.411272456051594,0.5295232575040603,1.5369537300498048
2000-12-22,4.389578175014488,0.47617663249443826,1.4504167948513982
2000-12-27,5.104431797502378,0.45894815172702697,1.6139752751959047
2000-12-28,4.0201649380601125,0.6818898532200325,1.364789126690239
2000-12-29,4.335906975550785,0.6177184963184339,1.6987480525735914
2001-01-02,5.098430617934562,0.5136746647399231,1.4493826317971779
2001-01-03,5.369233289997705,0.2695788064056033,1.4160306008337542
2001-01-04,5.085684140594985,0.46389907767474303,1.5043426036969685
2001-01-05,4.9421758588058795,0.7703027564405084,1.3817706340148779
2001-01-08,4.849448152205356,0.4769338333360292,1.5657364698992966
2001-01-09,4.260739004816286,0.6103217572053659,1.3925274821373201
2001-01-10,4.640077895802646,0.6441942401952601,1.593704720563767
2001-01-11,4.769680614520106,0.5218963915855975,1.7432013077822952
2001-01-12,5.528561113109458,0.41581783681318474,1.3561356626383652
2001-01-15,5.1718091447842305,0.25646876682171116,1.4738849085409658
2001-01-16,4.118479922318633,0.5684163208608954,1.5922661426070843
2001-01-17,5.162041984697398,0.4185243997176452,1.4128285290037186
2001-01-18,4.807458859791842,0.5176150451887692,1.592864112165333
2001-01-19,4.6615389998470205,0.3750179660410636,1.611079772130348
2001-01-22,5.305838144420434,0.47347624595297977,1.7166523552588608
2001-01-23,5.515499761247975,0.5033719054901054,1.3788019907830176
2001-01-24,5.465640059558099,0.5268593581044297,1.311444951953905
2001-01-25,4.580391238388681,0.38851778126475855,1.4384845220872513
2001-01-29,4.845393812074393,0.6196910948761353,1.30644953209058
2001-01-30,5.165631715701782,0.44031052152680283,1.6128996408094993
2001-01-31,5.48777256356118,0.3325530539546755,1.2676497399647177
2001-02-01,4.760412881077355,0.4890976580036536,1.9666032836505376
2001-02-02,4.907170511668092,0.503437530902646,1.7591855723147503
2001-02-05,4.446832512996986,0.5160589433171759,1.5025151539200627
2001-02-06,4.401896687959665,0.6362132403685079,1.6734788985995952
2001-02-07,5.406262911197099,0.4763551163264141,1.1726396271378416
2001-02-08,5.678120014285412,0.48803803756312286,2.0046746662799118
2001-02-09,4.963994939209833,0.3896815618766907,1.3819570775599022
2001-02-12,5.501766448946012,0.5820553502887897,1.475900517220128
2001-02-13,5.180818012523817,0.5184309064078103,1.1288133425623126
2001-02-14,4.677440122697438,0.45799722727058373,1.5972574609481789
2001-02-15,5.1806978027542065,0.30953253065345365,1.2787311685845781
2001-02-16,5.769018283232985,0.6444412195055087,1.520331152313206
2001-02-19,4.9820869804450245,0.3772320035543943,1.3911451134150923
2001-02-20,5.782321827907003,0.44087219906302944,1.2844512130139312
2001-02-21,3.6901274479551276,0.5358344511076003,1.3391276996474766
2001-02-22,5.410951252187612,0.38034420713833134,1.5451576068171042
2001-02-23,5.043523534119085,0.35064902217468563,1.2437018054262352
2001-02-26,4.850496324767066,0.2876052417299335,1.3502376657952846
2001-02-27,5.045880388267751,0.5720996952905636,1.6326546762528955
2001-02-28,4.006215542699554,0.4454813755273678,2.0204959749748626
2001-03-01,4.890164056081244,0.7927270092473331,1.595517763910601
2001-03-02,5.178556285755874,0.40056449343691264,1.3165476715645426
2001-03-05,5.738947022370758,0.40785489765710786,1.4265771659855377
2001-03-07,4.740864890863176,0.44346070297145984,1.5063178012305156
2001-03-08,4.595753198553406,0.5243134655138489,1.4301150098728586
2001-03-09,4.749121478207732,0.4529796661214689,1.6806116333473866
2001-03-12,5.457701058851037,0.5612332214002512,1.5434946966028449
2001-03-13,5.164375554829842,0.40214116100113456,1.6815704769819741
2001-03-14,4.735119898116481,0.3618408281536419,1.4371112419404741
2001-03-15,5.256633716556678,0.32017852605908925,1.7651000439442512
2001-03-16,5.04853877467402,0.2776425832062803,1.4667028831436908
2001-03-19,5.484322495266444,0.4481930980524943,1.3057620261724017
2001-03-20,4.648973453061323,0.4699019687606778,1.9354640762084443
2001-03-21,4.836168926701116,0.4368562972516817,1.1350044506077765
